snapshot,residential rural gas boiler,residential rural ground heat pump,residential rural heat,residential rural resistive heater,residential rural water tanks charger,residential rural water tanks discharger
2013-07-15 15:00:00,0.0,15.78,-15.77,0.0,-0.06,0.03
2013-07-15 18:00:00,0.0,15.65,-15.64,0.0,-0.01,0.0
2013-07-15 21:00:00,0.0,15.28,-15.28,0.0,-0.01,0.0
2013-07-16 00:00:00,0.0,15.31,-15.31,0.0,-0.01,0.0
2013-07-16 03:00:00,0.0,15.69,-15.68,0.0,-0.01,0.0
2013-07-16 06:00:00,0.0,15.65,-15.59,0.49,-1.87,1.31
2013-07-16 09:00:00,0.0,15.45,-15.52,0.5,-1.5,1.05
2013-07-16 12:00:00,0.0,15.49,-15.54,0.5,-1.54,1.08
2013-07-16 15:00:00,0.0,15.63,-15.62,0.01,-0.05,0.03
2013-07-16 18:00:00,0.0,15.49,-15.49,0.0,-0.01,0.0
2013-07-16 21:00:00,0.0,15.2,-15.2,0.0,-0.01,0.0
2013-07-17 00:00:00,0.0,15.23,-15.23,0.0,-0.01,0.0
2013-07-17 03:00:00,0.0,15.56,-15.56,0.0,-0.01,0.0
2013-07-17 06:00:00,0.0,15.5,-15.48,0.39,-1.41,0.99
2013-07-17 09:00:00,0.0,15.33,-15.42,0.4,-1.09,0.77
2013-07-17 12:00:00,0.0,15.38,-15.43,0.38,-1.13,0.8
2013-07-17 15:00:00,0.0,15.51,-15.5,0.01,-0.06,0.03
2013-07-17 18:00:00,0.0,15.4,-15.39,0.01,-0.05,0.03
2013-07-17 21:00:00,0.0,15.15,-15.14,0.01,-0.05,0.03
2013-07-18 00:00:00,0.0,15.35,-15.34,0.01,-0.05,0.03
2013-07-18 03:00:00,0.0,15.79,-15.78,0.01,-0.05,0.03
2013-07-18 06:00:00,0.0,15.69,-15.68,0.17,-0.62,0.43
2013-07-18 09:00:00,0.0,15.57,-15.6,0.17,-0.49,0.34
2013-07-18 12:00:00,0.0,15.64,-15.62,0.12,-0.47,0.33
2013-07-18 15:00:00,0.0,15.71,-15.71,0.0,-0.01,0.0
2013-07-18 18:00:00,0.0,15.59,-15.59,0.0,-0.01,0.0
2013-07-18 21:00:00,0.0,15.25,-15.24,0.0,-0.01,0.0
2013-07-19 00:00:00,0.0,15.35,-15.34,0.0,-0.01,0.0
2013-07-19 03:00:00,0.0,15.78,-15.78,0.0,-0.01,0.0
2013-07-19 06:00:00,0.0,15.86,-15.68,0.38,-1.9,1.34
2013-07-19 09:00:00,0.0,15.68,-15.6,0.4,-1.62,1.14
2013-07-19 12:00:00,0.0,15.73,-15.62,0.39,-1.73,1.21
2013-07-19 15:00:00,0.0,15.74,-15.71,0.07,-0.35,0.24
2013-07-19 18:00:00,0.0,15.62,-15.58,0.04,-0.25,0.17
2013-07-19 21:00:00,0.0,15.28,-15.24,0.04,-0.26,0.18
2013-07-20 00:00:00,0.0,15.28,-15.24,0.04,-0.27,0.18
2013-07-20 03:00:00,0.0,15.64,-15.6,0.03,-0.24,0.16
2013-07-20 06:00:00,0.0,15.63,-15.52,0.7,-2.75,1.94
2013-07-20 09:00:00,0.0,15.34,-15.45,0.72,-2.07,1.46
2013-07-20 12:00:00,0.0,15.39,-15.46,0.69,-2.11,1.49
2013-07-20 15:00:00,0.0,15.54,-15.54,0.0,-0.02,0.01
2013-07-20 18:00:00,0.0,15.44,-15.43,0.0,-0.01,0.0
2013-07-20 21:00:00,0.0,15.16,-15.16,0.0,-0.01,0.0
2013-07-21 00:00:00,0.0,15.24,-15.23,0.0,-0.01,0.0
2013-07-21 03:00:00,0.0,15.57,-15.57,0.0,-0.01,0.0
2013-07-21 06:00:00,0.0,15.54,-15.49,0.89,-3.17,2.23
2013-07-21 09:00:00,0.0,15.22,-15.43,0.92,-2.42,1.71
2013-07-21 12:00:00,0.0,15.3,-15.44,0.77,-2.15,1.52
2013-07-21 15:00:00,0.0,15.55,-15.52,0.01,-0.17,0.12
2013-07-21 18:00:00,0.0,15.44,-15.41,0.01,-0.16,0.11
2013-07-21 21:00:00,0.0,15.18,-15.15,0.02,-0.17,0.12
2013-07-22 00:00:00,0.0,15.2,-15.16,0.02,-0.18,0.13
2013-07-22 03:00:00,0.0,15.48,-15.44,0.02,-0.19,0.13
2013-07-22 06:00:00,0.0,15.39,-15.37,0.54,-1.88,1.32
2013-07-22 09:00:00,0.0,15.18,-15.32,0.55,-1.42,1.0
2013-07-22 12:00:00,0.0,15.22,-15.33,0.55,-1.47,1.03
2013-07-22 15:00:00,0.0,15.42,-15.39,0.07,-0.32,0.22
2013-07-22 18:00:00,0.0,15.33,-15.31,0.07,-0.32,0.22
2013-07-22 21:00:00,0.0,15.11,-15.09,0.07,-0.32,0.22
2013-07-23 00:00:00,0.0,15.0,-14.97,0.07,-0.33,0.23
2013-07-23 03:00:00,0.0,15.15,-15.12,0.07,-0.33,0.23
2013-07-23 06:00:00,0.0,15.05,-15.09,0.63,-1.99,1.4
2013-07-23 09:00:00,0.0,14.86,-15.06,0.64,-1.5,1.06
2013-07-23 12:00:00,0.0,14.9,-15.07,0.63,-1.58,1.11
2013-07-23 15:00:00,0.0,15.12,-15.1,0.04,-0.22,0.15
2013-07-23 18:00:00,0.0,15.06,-15.06,0.0,-0.01,0.0
2013-07-23 21:00:00,0.0,14.94,-14.94,0.0,-0.01,0.0
2013-07-24 00:00:00,0.0,14.94,-14.94,0.0,-0.01,0.0
2013-07-24 03:00:00,0.0,15.07,-15.07,0.0,-0.01,0.0
2013-07-24 06:00:00,0.0,15.06,-15.04,0.26,-0.93,0.65
2013-07-24 09:00:00,0.0,14.94,-15.02,0.27,-0.67,0.47
2013-07-24 12:00:00,0.0,14.97,-15.02,0.27,-0.73,0.51
2013-07-24 15:00:00,0.0,15.05,-15.05,0.0,-0.01,0.0
2013-07-24 18:00:00,0.0,15.02,-15.02,0.0,-0.0,0.0
2013-07-24 21:00:00,0.0,14.92,-14.92,0.0,-0.0,0.0
2013-07-25 00:00:00,0.0,14.84,-14.84,0.0,-0.0,0.0
2013-07-25 03:00:00,0.0,14.89,-14.89,0.0,-0.0,0.0
2013-07-25 06:00:00,0.0,14.88,-14.88,0.38,-1.31,0.92
2013-07-25 09:00:00,0.0,14.75,-14.87,0.4,-0.96,0.67
2013-07-25 12:00:00,0.0,14.78,-14.87,0.39,-1.03,0.72
2013-07-25 15:00:00,0.0,14.88,-14.88,0.01,-0.05,0.03
2013-07-25 18:00:00,0.0,14.87,-14.87,0.0,-0.0,0.0
2013-07-25 21:00:00,0.0,14.83,-14.83,0.0,-0.0,0.0
2013-07-26 00:00:00,0.0,14.83,-14.83,0.0,-0.0,0.0
2013-07-26 03:00:00,0.0,14.86,-14.86,0.0,-0.0,0.0
2013-07-26 06:00:00,0.0,14.87,-14.86,0.38,-1.32,0.93
2013-07-26 09:00:00,0.0,14.73,-14.85,0.39,-0.95,0.67
2013-07-26 12:00:00,0.0,14.75,-14.85,0.39,-1.01,0.71
2013-07-26 15:00:00,0.0,14.86,-14.86,0.01,-0.04,0.03
2013-07-26 18:00:00,0.0,14.85,-14.85,0.0,-0.0,0.0
2013-07-26 21:00:00,0.0,14.82,-14.82,0.0,-0.01,0.0
2013-07-27 00:00:00,0.0,14.81,-14.81,0.0,-0.01,0.0
2013-07-27 03:00:00,0.0,14.83,-14.83,0.0,-0.0,0.0
2013-07-27 06:00:00,0.0,14.86,-14.82,0.65,-2.34,1.65
2013-07-27 09:00:00,0.0,14.61,-14.82,0.7,-1.69,1.19
2013-07-27 12:00:00,0.0,14.65,-14.82,0.69,-1.74,1.23
2013-07-27 15:00:00,0.0,14.85,-14.82,0.07,-0.35,0.24
2013-07-27 18:00:00,0.0,14.82,-14.82,0.0,-0.01,0.0
2013-07-27 21:00:00,0.0,14.81,-14.8,0.0,-0.01,0.0
2013-07-28 00:00:00,0.0,14.86,-14.85,0.0,-0.01,0.0
2013-07-28 03:00:00,0.0,14.93,-14.92,0.0,-0.01,0.0
2013-07-28 06:00:00,0.0,14.86,-14.92,0.57,-1.73,1.21
2013-07-28 09:00:00,0.0,14.67,-14.91,0.6,-1.23,0.86
2013-07-28 12:00:00,0.0,14.7,-14.9,0.59,-1.3,0.91
2013-07-28 15:00:00,0.0,14.92,-14.92,0.0,-0.02,0.01
2013-07-28 18:00:00,0.0,14.92,-14.91,0.0,-0.01,0.0
2013-07-28 21:00:00,0.0,14.86,-14.86,0.0,-0.01,0.0
2013-07-29 00:00:00,0.0,15.1,-15.1,0.0,-0.01,0.0
2013-07-29 03:00:00,0.0,15.39,-15.38,0.0,-0.01,0.0
2013-07-29 06:00:00,0.0,15.32,-15.33,0.17,-0.53,0.37
2013-07-29 09:00:00,0.0,15.23,-15.28,0.18,-0.44,0.31
2013-07-29 12:00:00,0.0,15.24,-15.28,0.18,-0.46,0.32
2013-07-29 15:00:00,0.0,15.34,-15.34,0.0,-0.02,0.01
2013-07-29 18:00:00,0.0,15.29,-15.29,0.0,-0.02,0.0
2013-07-29 21:00:00,0.0,15.07,-15.07,0.0,-0.02,0.0
2013-07-30 00:00:00,0.0,15.19,-15.18,0.0,-0.02,0.0
2013-07-30 03:00:00,0.0,15.55,-15.55,0.0,-0.02,0.01
2013-07-30 06:00:00,0.0,15.69,-15.5,0.52,-2.44,1.72
2013-07-30 09:00:00,0.0,15.47,-15.43,0.56,-2.05,1.44
2013-07-30 12:00:00,0.0,15.49,-15.43,0.54,-2.05,1.44
2013-07-30 15:00:00,0.0,15.62,-15.5,0.08,-0.68,0.48
2013-07-30 18:00:00,0.0,15.5,-15.45,0.02,-0.25,0.17
2013-07-30 21:00:00,0.0,15.19,-15.16,0.02,-0.17,0.11
2013-07-31 00:00:00,0.0,15.05,-15.05,0.0,-0.02,0.0
2013-07-31 03:00:00,0.0,15.3,-15.29,0.0,-0.02,0.01
2013-07-31 06:00:00,0.0,15.28,-15.28,0.3,-0.99,0.69
2013-07-31 09:00:00,0.0,15.12,-15.23,0.31,-0.7,0.49
2013-07-31 12:00:00,0.0,15.13,-15.23,0.31,-0.72,0.5
2013-07-31 15:00:00,0.0,15.28,-15.27,0.01,-0.06,0.03
2013-07-31 18:00:00,0.0,15.26,-15.25,0.01,-0.05,0.03
2013-07-31 21:00:00,0.0,15.06,-15.05,0.01,-0.05,0.03
2013-08-01 00:00:00,0.0,14.88,-14.88,0.01,-0.05,0.03
2013-08-01 03:00:00,0.0,14.97,-14.96,0.01,-0.05,0.03
2013-08-01 06:00:00,0.0,15.07,-14.95,0.81,-3.14,2.21
2013-08-01 09:00:00,0.0,14.69,-14.93,0.87,-2.15,1.51
2013-08-01 12:00:00,0.0,14.73,-14.93,0.84,-2.17,1.52
2013-08-01 15:00:00,0.0,14.95,-14.95,0.0,-0.01,0.0
2013-08-01 18:00:00,0.0,14.94,-14.94,0.01,-0.06,0.04
2013-08-01 21:00:00,0.0,14.87,-14.87,0.01,-0.06,0.04
2013-08-02 00:00:00,0.0,14.83,-14.82,0.01,-0.06,0.04
2013-08-02 03:00:00,0.0,14.86,-14.85,0.01,-0.06,0.04
2013-08-02 06:00:00,0.0,14.85,-14.85,0.8,-2.74,1.93
2013-08-02 09:00:00,0.0,14.54,-14.84,0.84,-1.87,1.32
2013-08-02 12:00:00,0.0,14.57,-14.84,0.83,-1.93,1.36
2013-08-02 15:00:00,0.0,14.85,-14.85,0.0,-0.02,0.01
2013-08-02 18:00:00,0.0,14.84,-14.84,0.0,-0.01,0.0
2013-08-02 21:00:00,0.0,14.82,-14.81,0.0,-0.01,0.0
2013-08-03 00:00:00,0.0,14.88,-14.88,0.0,-0.01,0.0
2013-08-03 03:00:00,0.0,14.98,-14.97,0.0,-0.01,0.0
2013-08-03 06:00:00,0.0,15.01,-14.98,0.6,-2.14,1.5
2013-08-03 09:00:00,0.0,14.76,-14.96,0.69,-1.68,1.18
2013-08-03 12:00:00,0.0,14.78,-14.96,0.67,-1.67,1.17
2013-08-03 15:00:00,0.0,14.96,-14.97,0.05,-0.15,0.1
2013-08-03 18:00:00,0.0,14.98,-14.98,0.0,-0.01,0.0
2013-08-03 21:00:00,0.0,14.9,-14.9,0.0,-0.01,0.0
2013-08-04 00:00:00,0.0,14.89,-14.89,0.0,-0.01,0.0
2013-08-04 03:00:00,0.0,14.99,-14.99,0.0,-0.01,0.0
2013-08-04 06:00:00,0.0,14.89,-14.99,0.52,-1.45,1.01
2013-08-04 09:00:00,0.0,14.72,-14.96,0.53,-1.01,0.71
2013-08-04 12:00:00,0.0,14.75,-14.96,0.53,-1.08,0.76
2013-08-04 15:00:00,0.0,14.98,-14.98,0.0,-0.01,0.0
2013-08-04 18:00:00,0.0,14.98,-14.97,0.0,-0.01,0.0
2013-08-04 21:00:00,0.0,14.9,-14.89,0.0,-0.01,0.0
2013-08-05 00:00:00,0.0,15.04,-15.03,0.0,-0.01,0.0
2013-08-05 03:00:00,0.0,15.27,-15.26,0.0,-0.01,0.0
2013-08-05 06:00:00,0.0,15.24,-15.28,0.49,-1.53,1.08
2013-08-05 09:00:00,0.0,15.03,-15.23,0.51,-1.06,0.74
2013-08-05 12:00:00,0.0,15.04,-15.21,0.5,-1.11,0.78
2013-08-05 15:00:00,0.0,15.27,-15.26,0.01,-0.07,0.05
2013-08-05 18:00:00,0.0,15.26,-15.26,0.0,-0.01,0.0
2013-08-05 21:00:00,0.0,15.07,-15.06,0.0,-0.01,0.0
2013-08-06 00:00:00,0.0,15.08,-15.07,0.0,-0.01,0.0
2013-08-06 03:00:00,0.0,15.35,-15.35,0.0,-0.01,0.0
2013-08-06 06:00:00,0.0,15.31,-15.37,0.48,-1.44,1.01
2013-08-06 09:00:00,0.0,15.1,-15.31,0.5,-1.01,0.71
2013-08-06 12:00:00,0.0,15.11,-15.29,0.5,-1.09,0.76
2013-08-06 15:00:00,0.0,15.35,-15.34,0.0,-0.01,0.0
2013-08-06 18:00:00,0.0,15.35,-15.35,0.0,-0.01,0.0
2013-08-06 21:00:00,0.0,15.12,-15.12,0.0,-0.01,0.0
2013-08-07 00:00:00,0.0,15.15,-15.15,0.0,-0.01,0.0
2013-08-07 03:00:00,0.0,15.49,-15.49,0.0,-0.01,0.0
2013-08-07 06:00:00,0.0,15.49,-15.47,0.27,-0.99,0.69
2013-08-07 09:00:00,0.0,15.32,-15.4,0.29,-0.69,0.49
2013-08-07 12:00:00,0.0,15.33,-15.39,0.28,-0.74,0.52
2013-08-07 15:00:00,0.0,15.47,-15.46,0.0,-0.01,0.0
2013-08-07 18:00:00,0.0,15.43,-15.43,0.0,-0.01,0.0
2013-08-07 21:00:00,0.0,15.16,-15.16,0.0,-0.01,0.0
2013-08-08 00:00:00,0.0,15.23,-15.22,0.0,-0.01,0.0
2013-08-08 03:00:00,0.0,15.62,-15.62,0.0,-0.01,0.0
2013-08-08 06:00:00,0.0,15.56,-15.56,0.21,-0.71,0.5
2013-08-08 09:00:00,0.0,15.41,-15.48,0.21,-0.49,0.35
2013-08-08 12:00:00,0.0,15.43,-15.48,0.21,-0.53,0.37
2013-08-08 15:00:00,0.0,15.57,-15.56,0.0,-0.01,0.0
2013-08-08 18:00:00,0.0,15.5,-15.49,0.0,-0.01,0.0
2013-08-08 21:00:00,0.0,15.19,-15.19,0.0,-0.01,0.0
2013-08-09 00:00:00,0.0,15.45,-15.45,0.0,-0.01,0.0
2013-08-09 03:00:00,0.0,16.03,-16.03,0.0,-0.01,0.0
2013-08-09 06:00:00,0.0,15.98,-15.95,0.17,-0.68,0.47
2013-08-09 09:00:00,0.0,15.81,-15.83,0.17,-0.5,0.35
2013-08-09 12:00:00,0.0,15.82,-15.84,0.17,-0.53,0.37
2013-08-09 15:00:00,0.0,15.97,-15.95,0.03,-0.17,0.11
2013-08-09 18:00:00,0.0,15.86,-15.85,0.0,-0.01,0.0
2013-08-09 21:00:00,0.0,15.4,-15.39,0.0,-0.01,0.0
2013-08-10 00:00:00,0.0,15.61,-15.61,0.0,-0.01,0.0
2013-08-10 03:00:00,0.0,16.35,-16.35,0.0,-0.01,0.0
2013-08-10 06:00:00,0.0,16.34,-16.27,0.26,-1.11,0.78
2013-08-10 09:00:00,0.0,16.09,-16.12,0.32,-0.98,0.69
2013-08-10 12:00:00,0.0,16.08,-16.12,0.31,-0.94,0.66
2013-08-10 15:00:00,0.0,16.28,-16.27,0.0,-0.05,0.03
2013-08-10 18:00:00,0.0,16.17,-16.16,0.0,-0.01,0.0
2013-08-10 21:00:00,0.0,15.58,-15.58,0.0,-0.01,0.0
2013-08-11 00:00:00,0.0,15.61,-15.6,0.0,-0.01,0.0
2013-08-11 03:00:00,0.0,16.34,-16.34,0.0,-0.01,0.0
2013-08-11 06:00:00,0.0,16.3,-16.3,0.49,-1.69,1.19
2013-08-11 09:00:00,0.0,15.99,-16.14,0.55,-1.36,0.96
2013-08-11 12:00:00,0.0,16.0,-16.13,0.54,-1.4,0.99
2013-08-11 15:00:00,0.0,16.28,-16.28,0.0,-0.01,0.0
2013-08-11 18:00:00,0.0,16.19,-16.19,0.0,-0.01,0.0
2013-08-11 21:00:00,0.0,15.61,-15.6,0.0,-0.01,0.0
2013-08-12 00:00:00,0.0,15.62,-15.61,0.0,-0.01,0.0
2013-08-12 03:00:00,0.0,16.35,-16.35,0.0,-0.01,0.0
2013-08-12 06:00:00,0.0,16.32,-16.34,0.48,-1.56,1.1
2013-08-12 09:00:00,0.0,16.03,-16.17,0.5,-1.2,0.84
2013-08-12 12:00:00,0.0,16.06,-16.16,0.47,-1.27,0.89
2013-08-12 15:00:00,0.0,16.31,-16.3,0.0,-0.01,0.0
2013-08-12 18:00:00,0.0,16.24,-16.24,0.0,-0.01,0.0
2013-08-12 21:00:00,0.0,15.64,-15.64,0.0,-0.01,0.0
2013-08-13 00:00:00,0.0,16.2,-16.2,0.0,-0.01,0.0
2013-08-13 03:00:00,0.0,17.47,-17.47,0.0,-0.01,0.0
2013-08-13 06:00:00,0.0,17.34,-17.34,0.36,-1.21,0.85
2013-08-13 09:00:00,0.0,16.96,-17.09,0.38,-0.87,0.61
2013-08-13 12:00:00,0.0,17.01,-17.08,0.33,-0.9,0.63
2013-08-13 15:00:00,0.0,17.34,-17.34,0.0,-0.02,0.0
2013-08-13 18:00:00,0.0,17.16,-17.16,0.0,-0.01,0.0
2013-08-13 21:00:00,0.0,16.16,-16.15,0.0,-0.01,0.0
2013-08-14 00:00:00,0.0,16.38,-16.38,0.0,-0.01,0.0
2013-08-14 03:00:00,0.0,17.78,-17.77,0.0,-0.01,0.0
2013-08-14 06:00:00,0.0,17.54,-17.5,0.16,-0.69,0.48
2013-08-14 09:00:00,0.0,17.26,-17.25,0.18,-0.68,0.48
2013-08-14 12:00:00,0.0,17.29,-17.27,0.18,-0.68,0.47
2013-08-14 15:00:00,0.0,17.56,-17.56,0.0,-0.01,0.0
2013-08-14 18:00:00,0.0,17.26,-17.26,0.0,-0.01,0.0
2013-08-14 21:00:00,0.0,16.18,-16.18,0.0,-0.01,0.0
2013-08-15 00:00:00,0.0,15.56,-15.56,0.0,-0.01,0.0
2013-08-15 03:00:00,0.0,16.21,-16.2,0.0,-0.01,0.0
2013-08-15 06:00:00,0.0,16.09,-16.07,0.32,-1.16,0.81
2013-08-15 09:00:00,0.0,15.87,-15.95,0.34,-0.9,0.63
2013-08-15 12:00:00,0.0,15.9,-15.97,0.33,-0.91,0.64
2013-08-15 15:00:00,0.0,16.1,-16.1,0.0,-0.01,0.01
2013-08-15 18:00:00,0.0,15.95,-15.94,0.0,-0.01,0.0
2013-08-15 21:00:00,0.0,15.44,-15.44,0.0,-0.01,0.0
2013-08-16 00:00:00,0.0,15.23,-15.23,0.0,-0.01,0.0
2013-08-16 03:00:00,0.0,15.6,-15.6,0.0,-0.01,0.0
2013-08-16 06:00:00,0.0,15.53,-15.53,0.46,-1.55,1.08
2013-08-16 09:00:00,0.0,15.31,-15.46,0.47,-1.09,0.76
2013-08-16 12:00:00,0.0,15.35,-15.47,0.45,-1.14,0.8
2013-08-16 15:00:00,0.0,15.55,-15.55,0.0,-0.01,0.0
2013-08-16 18:00:00,0.0,15.47,-15.46,0.0,-0.01,0.0
2013-08-16 21:00:00,0.0,15.18,-15.17,0.0,-0.01,0.0
2013-08-17 00:00:00,0.0,15.1,-15.1,0.0,-0.01,0.0
2013-08-17 03:00:00,0.0,15.37,-15.37,0.0,-0.01,0.0
2013-08-17 06:00:00,0.0,15.33,-15.33,0.6,-2.01,1.41
2013-08-17 09:00:00,0.0,15.15,-15.28,0.81,-2.32,1.63
2013-08-17 12:00:00,0.0,15.19,-15.28,0.8,-2.41,1.7
2013-08-17 15:00:00,0.0,15.42,-15.34,0.24,-1.13,0.79
2013-08-17 18:00:00,0.0,15.35,-15.29,0.11,-0.56,0.39
2013-08-17 21:00:00,0.0,15.12,-15.07,0.07,-0.39,0.27
2013-08-18 00:00:00,0.0,15.32,-15.3,0.03,-0.18,0.12
2013-08-18 03:00:00,0.0,15.79,-15.79,0.0,-0.01,0.0
2013-08-18 06:00:00,0.0,15.89,-15.8,0.09,-0.62,0.43
2013-08-18 09:00:00,0.0,15.76,-15.69,0.15,-0.75,0.52
2013-08-18 12:00:00,0.0,15.74,-15.67,0.15,-0.75,0.53
2013-08-18 15:00:00,0.0,15.85,-15.76,0.09,-0.6,0.42
2013-08-18 18:00:00,0.0,15.77,-15.74,0.02,-0.17,0.11
2013-08-18 21:00:00,0.0,15.38,-15.35,0.03,-0.19,0.13
2013-08-19 00:00:00,0.0,15.4,-15.37,0.03,-0.19,0.13
2013-08-19 03:00:00,0.0,15.94,-15.91,0.02,-0.18,0.12
2013-08-19 06:00:00,0.0,15.88,-15.87,0.38,-1.31,0.92
2013-08-19 09:00:00,0.0,15.66,-15.76,0.4,-1.04,0.73
2013-08-19 12:00:00,0.0,15.68,-15.75,0.39,-1.09,0.77
2013-08-19 15:00:00,0.0,15.87,-15.86,0.0,-0.01,0.0
2013-08-19 18:00:00,0.0,15.8,-15.8,0.0,-0.01,0.0
2013-08-19 21:00:00,0.0,15.37,-15.37,0.0,-0.01,0.0
2013-08-20 00:00:00,0.0,16.05,-16.05,0.0,-0.01,0.0
2013-08-20 03:00:00,0.0,17.19,-17.19,0.0,-0.01,0.0
2013-08-20 06:00:00,0.0,17.06,-17.0,0.12,-0.63,0.44
2013-08-20 09:00:00,0.0,16.78,-16.78,0.14,-0.48,0.34
2013-08-20 12:00:00,0.0,16.8,-16.79,0.14,-0.48,0.34
2013-08-20 15:00:00,0.0,17.03,-17.03,0.02,-0.07,0.05
2013-08-20 18:00:00,0.0,16.82,-16.82,0.02,-0.07,0.05
2013-08-20 21:00:00,0.0,15.94,-15.93,0.02,-0.08,0.05
2013-08-21 00:00:00,0.0,15.7,-15.7,0.0,-0.01,0.0
2013-08-21 03:00:00,0.0,16.51,-16.51,0.0,-0.01,0.0
2013-08-21 06:00:00,0.0,16.39,-16.35,0.25,-0.98,0.69
2013-08-21 09:00:00,0.0,16.13,-16.2,0.27,-0.69,0.49
2013-08-21 12:00:00,0.0,16.16,-16.22,0.27,-0.71,0.5
2013-08-21 15:00:00,0.0,16.39,-16.38,0.0,-0.01,0.0
2013-08-21 18:00:00,0.0,16.22,-16.21,0.0,-0.01,0.0
2013-08-21 21:00:00,0.0,15.59,-15.59,0.0,-0.01,0.0
2013-08-22 00:00:00,0.0,15.54,-15.54,0.0,-0.01,0.0
2013-08-22 03:00:00,0.0,16.16,-16.16,0.0,-0.01,0.0
2013-08-22 06:00:00,0.0,16.05,-16.03,0.26,-0.92,0.64
2013-08-22 09:00:00,0.0,15.84,-15.92,0.27,-0.66,0.46
2013-08-22 12:00:00,0.0,15.87,-15.94,0.27,-0.7,0.49
2013-08-22 15:00:00,0.0,16.07,-16.07,0.0,-0.01,0.0
2013-08-22 18:00:00,0.0,15.91,-15.91,0.0,-0.01,0.0
2013-08-22 21:00:00,0.0,15.43,-15.43,0.0,-0.01,0.0
2013-08-23 00:00:00,0.0,15.56,-15.56,0.0,-0.01,0.0
2013-08-23 03:00:00,0.0,16.16,-16.16,0.0,-0.01,0.0
2013-08-23 06:00:00,0.0,16.04,-16.03,0.02,-0.12,0.08
2013-08-23 09:00:00,0.0,15.91,-15.92,0.03,-0.09,0.06
2013-08-23 12:00:00,0.0,15.94,-15.94,0.03,-0.09,0.06
2013-08-23 15:00:00,0.0,16.07,-16.06,0.0,-0.01,0.0
2013-08-23 18:00:00,0.0,15.9,-15.89,0.0,-0.01,0.0
2013-08-23 21:00:00,0.0,15.42,-15.42,0.0,-0.01,0.0
2013-08-24 00:00:00,0.0,15.87,-15.87,0.0,-0.01,0.0
2013-08-24 03:00:00,0.0,16.75,-16.75,0.0,-0.01,0.0
2013-08-24 06:00:00,0.0,16.65,-16.63,0.08,-0.36,0.24
2013-08-24 09:00:00,0.0,16.44,-16.45,0.11,-0.37,0.25
2013-08-24 12:00:00,0.0,16.45,-16.46,0.11,-0.36,0.25
2013-08-24 15:00:00,0.0,16.65,-16.64,0.0,-0.01,0.01
2013-08-24 18:00:00,0.0,16.46,-16.46,0.0,-0.01,0.0
2013-08-24 21:00:00,0.0,15.76,-15.75,0.0,-0.01,0.0
2013-08-25 00:00:00,0.0,16.49,-16.48,0.0,-0.01,0.0
2013-08-25 03:00:00,0.0,17.97,-17.96,0.0,-0.01,0.0
2013-08-25 06:00:00,0.0,17.69,-17.68,0.01,-0.06,0.04
2013-08-25 09:00:00,0.0,17.4,-17.41,0.01,-0.05,0.03
2013-08-25 12:00:00,0.0,17.43,-17.43,0.01,-0.05,0.03
2013-08-25 15:00:00,0.0,17.74,-17.74,0.0,-0.01,0.0
2013-08-25 18:00:00,0.0,17.42,-17.42,0.0,-0.01,0.0
2013-08-25 21:00:00,0.0,16.28,-16.28,0.0,-0.01,0.0
2013-08-26 00:00:00,0.0,16.39,-16.39,0.0,-0.01,0.0
2013-08-26 03:00:00,0.0,17.82,-17.82,0.0,-0.01,0.0
2013-08-26 06:00:00,0.0,17.57,-17.56,0.0,-0.02,0.0
2013-08-26 09:00:00,0.0,17.3,-17.3,0.0,-0.01,0.0
2013-08-26 12:00:00,0.0,17.32,-17.32,0.0,-0.01,0.0
2013-08-26 15:00:00,0.0,17.61,-17.61,0.0,-0.01,0.0
2013-08-26 18:00:00,0.0,17.33,-17.33,0.0,-0.01,0.0
2013-08-26 21:00:00,0.0,16.22,-16.22,0.0,-0.01,0.0
2013-08-27 00:00:00,0.0,16.38,-16.38,0.0,-0.01,0.0
2013-08-27 03:00:00,0.0,17.79,-17.79,0.0,-0.01,0.0
2013-08-27 06:00:00,0.0,17.55,-17.54,0.0,-0.01,0.0
2013-08-27 09:00:00,0.0,17.28,-17.28,0.0,-0.01,0.0
2013-08-27 12:00:00,0.0,17.3,-17.3,0.0,-0.01,0.0
2013-08-27 15:00:00,0.0,17.59,-17.59,0.0,-0.01,0.0
2013-08-27 18:00:00,0.0,17.31,-17.3,0.0,-0.01,0.0
2013-08-27 21:00:00,0.0,16.21,-16.21,0.0,-0.01,0.0
2013-08-28 00:00:00,0.0,16.57,-16.57,0.0,-0.01,0.0
2013-08-28 03:00:00,0.0,18.12,-18.12,0.0,-0.01,0.0
2013-08-28 06:00:00,0.0,17.91,-17.9,0.0,-0.04,0.03
2013-08-28 09:00:00,0.0,17.6,-17.6,0.0,-0.04,0.02
2013-08-28 12:00:00,0.0,17.61,-17.61,0.0,-0.04,0.02
2013-08-28 15:00:00,0.0,17.93,-17.93,0.0,-0.01,0.0
2013-08-28 18:00:00,0.0,17.64,-17.64,0.0,-0.01,0.0
2013-08-28 21:00:00,0.0,16.43,-16.42,0.0,-0.01,0.0
2013-08-29 00:00:00,0.0,16.25,-16.25,0.0,-0.01,0.0
2013-08-29 03:00:00,0.0,17.47,-17.47,0.0,-0.01,0.0
